sources,target,author,date,statement,processed_statement
Instagram posts,0,Tom Kertscher,"August 1, 2023",“Skin cancer is a relatively new phenomenon in the last 60 years or so.”,skin cancer is a relatively new phenomenon in the last years or so
Instagram posts,0,Loreben Tuquero,"July 31, 2023","Former President Barack Obama “removed 500,000 pedophiles from background check database.”",former president barack obama removed pedophiles from background check database
Instagram posts,0,Jeff Cercone,"July 31, 2023",Photos of Barack Obama golfing with bandaged fingers are proof of his involvement in Tafari Campbell’s death.,photos of barack obama golfing with bandaged fingers are proof of his involvement in tafari campbell s death
Facebook posts,0,Madison Czopek,"July 31, 2023","There was a recent attempt to assassinate Donald Trump in Reno, Nevada.",there was a recent attempt to assassinate donald trump in reno nevada
Facebook posts,0,Tom Kertscher,"July 31, 2023","Says Bill Gates said, “We’re taking things that are genetically modified organisms, and we’re injecting them into little kids’ arms” in the context of the COVID-19 pandemic.",says bill gates said we are taking things that are genetically modified organisms and we are injecting them into little kids arms in the context of the covid pandemic
Facebook posts,0,Jeff Cercone,"July 28, 2023","Doctors in the Netherlands “ordered” to euthanize “citizens with autism and other minor disabilities, even if the patient does not currently express any desire to die.""",doctors in the netherlands ordered to euthanize citizens with autism and other minor disabilities even if the patient does not currently express any desire to die
Social Media,0,Nuria Diaz,"• July 28,",Estas imágenes muestran a LeBron James vestido de rosa para la película “Barbie”.,estas i am genes muestran a lebron james vestido de rosa para la pel cula barbie
Bernie Sanders,1,Michelle Andrews,"July 28, 2023",“Tens of millions of Americans live in communities where they cannot find a doctor while others have to wait months to be seen.”,tens of millions of americans live in communities where they cannot find a doctor while others have to wait months to be seen
Instagram posts,0,Tom Kertscher,"July 28, 2023",A wind turbine must “spin continually for over four years just to replace the energy it took to manufacture it.”,a wind turbine must spin continually for over four years just to replace the energy it took to manufacture it
Joe Biden,1,Louis Jacobson,"July 28, 2023","“The No. 1 weather-related killer is heat. 600 people die annually from its effects, more than from floods, hurricanes and tornadoes in America combined.”",the no weather related killer is heat people die annually from its effects more than from floods hurricanes and tornadoes in america combined
Francis Suarez,1,Maria Briceño,"July 28, 2023","""In Biden's America, 7 million people illegally crossed the border and are given a free cellphone and airline tickets.""",in biden s america million people illegally crossed the border and are given a free cellphone and airline tickets
Nicole Malliotakis,1,Jill Terreri,"• July 28,",“You can work at some McDonald’s in this country for more money than … signing up for the military.”,you can work at some mcdonald s in this country for more money than signing up for the military
Facebook posts,0,Maria Briceño,"July 28, 2023","""No hay calentamiento global, de hecho las gráficas indican que nos estamos enfriando cada vez más”.",no hay calentamiento global de hecho las gr ficas indican que nos estamos enfriando cada vez m s
Lizzo,0,Jeff Cercone,"July 28, 2023",“The government just stated under oath that they are in possession of UFOs and nonhuman alien bodies.”,the government just stated under oath that they are in possession of ufos and nonhuman alien bodies
Social Media,0,Nuria Diaz,"• July 27,",These images show LeBron James dressed in pink for the “Barbie” movie.,these images show lebron james dressed in pink for the barbie movie
Facebook posts,1,Nuria Diaz,"• July 27,","""Las personas mayores de 65 años con dificultades financieras"" pueden calificar para una ""flex card"" de Medicare para comprar alimentos, pagar trabajo dental y otras necesidades.",las personas mayores de a os con dificultades financieras pueden calificar para una flex card de medicare para comprar alimentos pagar trabajo dental y otras necesidades
Facebook posts,0,Sara Swann,"July 27, 2023","Borax can be used to treat a variety of health problems, including joint pain, kidney stones, osteoporosis and chronic fatigue.",borax can be used to treat a variety of health problems including joint pain kidney stones osteoporosis and chronic fatigue
Instagram posts,0,Jeff Cercone,"July 27, 2023","""Senator Mitt Romney threatens to leave the Republican party and join Democrats.”",senator mitt romney threatens to leave the republican party and join democrats
Facebook posts,0,Madison Czopek,"July 27, 2023",Video shows a van “‘Queer testing’ kids without parental approval … (that) involves clothing removal.”,video shows a van queer testing kids without parental approval that involves clothing removal
Virginia Foxx,0,Paul Specht,"July 27, 2023","Immigrants are supposed to “apply for asylum in the country where they are, and then they try to come into the United States.”",immigrants are supposed to apply for asylum in the country where they are and then they try to come into the united states
Facebook posts,0,Nuria Diaz,"• July 27,","“Ahora resulta que la corporación de juguetes MATTEL, lanza una ‘Barbie BAFOMET’, para complacer a la estrenada sociedad de la iglesia satánica en EEUU.""",ahora resulta que la corporaci n de juguetes mattel lanza una barbie bafomet para complacer a la estrenada sociedad de la iglesia sat nica en eeuu
Tim Scott,0,Maria Ramirez,"• July 26,",“There have been more illegal encounters under Biden than the previous two administrations combined.”,there have been more illegal encounters under biden than the previous two administrations combined
Gays Against Groomers,0,Grace Abels,"July 26, 2023",“There is no such thing as a trans kid.”,there is no such thing as a trans kid
Instagram posts,0,Loreben Tuquero,"July 26, 2023","When Bill Nye said “the Earth is a closed system,” he suggested space exploration is impossible.",when bill nye said the earth is a closed system he suggested space exploration is impossible
Instagram posts,0,Sara Swann,"July 26, 2023","Tafari Campbell, the Obamas’ personal chef who drowned, tweeted that he had “information that will lead to the arrest of Barack Obama.”",tafari campbell the obamas personal chef who drowned tweeted that he had information that will lead to the arrest of barack obama
Facebook posts,0,Jeff Cercone,"July 25, 2023",Beyoncé “is a defendant in a major human trafficking case.”,beyonc is a defendant in a major human trafficking case
Facebook posts,0,Loreben Tuquero,"July 25, 2023",“US Navy SEALs are arresting Ron DeSantis” for running a child sex trafficking ring.,us navy seals are arresting ron desantis for running a child sex trafficking ring
Facebook posts,0,Sara Swann,"July 25, 2023",“(Joe) Biden just gets up and leaves during a live TV interview.”,joe biden just gets up and leaves during a live tv interview
TikTok posts,0,Maria Briceño,"July 25, 2023","""Biden elimina ‘tráfico sexual de menores’ como una de las prioridades del Departamento de Justicia de su gobierno”.",biden elimina tr fico sexual de menores como una de las prioridades del departamento de justicia de su gobierno
TikTok posts,0,Jeff Cercone,"July 25, 2023","A las personas que van a ver ‘Sound of Freedom’ “en medio de la película se les va la luz, les hacen unas alarmas de bomberos o simplemente dicen que tienen que evacuar”.",a las personas que van a ver sound of freedom en medio de la pel cula se les va la luz les hacen unas alarmas de bomberos o simplemente dicen que tienen que evacuar
Facebook posts,0,Madison Czopek,"July 24, 2023",“Luke Bryan pulls his videos from CMT: ‘Time for the Bud Light treatment.’”,luke bryan pulls his videos from cmt time for the bud light treatment
